"Year","Source Name","ORIS Code","Unit ID","State","State Identifier","Control Period","Op Time","Op Hours","CO2 Mass (Tons)","Heat Input (mmBtu)","Eligible Biomass (Tons) (State Value)","Eligible CHP Thermal Output (Tons) (State Value)","Reporting Status"
2012,"William F Wyman",1507,"1, 2, 3, 4","ME","A-388","01/01/2012 - 12/31/2014","3,146.79","3,343","77,824.537","885,958",0.000,0.000,"Complete"
2013,"William F Wyman",1507,"1, 2, 3, 4","ME","A-388","01/01/2012 - 12/31/2014","3,855.91","4,045","211,640.686","2,415,968",0.000,0.000,"Complete"
2014,"William F Wyman",1507,"1, 2, 3, 4","ME","A-388","01/01/2012 - 12/31/2014","2,483.81","2,625","232,537.917","2,708,882",0.000,0.000,"Complete"
2015,"William F Wyman",1507,"1, 2, 3, 4","ME","A-388","01/01/2015 - 12/31/2017","3,999.14","4,165","434,966.006","5,061,074",0.000,0.000,"Complete"
2016,"William F Wyman",1507,"1, 2, 3, 4","ME","A-388","01/01/2015 - 12/31/2017","2,174.37","2,252","93,552.439","1,089,843",0.000,0.000,"Complete"
2017,"William F Wyman",1507,"1, 2, 3, 4","ME","A-388","01/01/2015 - 12/31/2017","1,326.88","1,396","103,596.800","1,203,162",0.000,0.000,"Complete"
2018,"William F Wyman",1507,"1, 2, 3, 4","ME","A-388","01/01/2018 - 12/31/2020","2,023.21","2,080","151,727.088","1,744,850",0.000,0.000,"Complete"
2019,"William F Wyman",1507,"1, 2, 3, 4","ME","A-388","01/01/2018 - 12/31/2020",306.34,330,"10,136.170","122,224",0.000,0.000,"Complete"
2020,"William F Wyman",1507,"1, 2, 3, 4","ME","A-388","01/01/2018 - 12/31/2020",249.97,274,"16,456.563","193,734",0.000,0.000,"Complete"
2021,"William F Wyman",1507,"1, 2, 3, 4","ME","A-388","01/01/2021 - 12/31/2023",282.63,317,"9,297.997","108,164",0.000,0.000,"Complete"
2022,"William F Wyman",1507,"1, 2, 3, 4","ME","A-388","01/01/2021 - 12/31/2023","1,363.80","1,444","218,462.176","2,563,778",0.000,0.000,"Complete"
2023,"William F Wyman",1507,"1, 2, 3, 4","ME","A-388","01/01/2021 - 12/31/2023",515.94,544,"44,175.761","518,232",0.000,0.000,"Complete"
2024,"William F Wyman",1507,"1, 2, 3, 4","ME","A-388","01/01/2024 - 12/31/2026",337.77,361,"35,191.333","427,445",0.000,0.000,"Complete"
2009,"C P Crane",1552,"1, 2, 3, 4, 5","MD",001552,"01/01/2009 - 12/31/2011","9,004.23","9,055","1,216,247.191","11,854,284",0.000,0.000,"Complete"
2010,"C P Crane",1552,"1, 2, 3, 4, 5","MD",001552,"01/01/2009 - 12/31/2011","7,864.27","7,917","1,047,894.313","10,075,554",0.000,0.000,"Complete"
2011,"C P Crane",1552,"1, 2, 3, 4, 5","MD",001552,"01/01/2009 - 12/31/2011","9,346.48","9,381","1,242,441.560","11,846,343",0.000,0.000,"Complete"
2012,"C P Crane",1552,"1, 2, 3, 4, 5","MD",001552,"01/01/2012 - 12/31/2014","7,344.50","7,384","944,062.864","9,001,342",0.000,0.000,"Complete"
2013,"C P Crane",1552,"1, 2, 3, 4, 5","MD",001552,"01/01/2012 - 12/31/2014","6,473.57","6,513","862,110.143","8,219,957",0.000,0.000,"Complete"
2014,"C P Crane",1552,"1, 2, 3, 4, 5","MD",001552,"01/01/2012 - 12/31/2014","4,444.91","4,477","652,192.742","6,218,454",0.000,0.000,"Complete"
2015,"C P Crane",1552,"1, 2, 3, 4, 5","MD",001552,"01/01/2015 - 12/31/2017","4,367.00","4,398","560,531.274","5,344,520",0.000,0.000,"Complete"
2016,"C P Crane",1552,"1, 2, 3, 4, 5","MD",001552,"01/01/2015 - 12/31/2017","4,262.37","4,305","400,780.586","3,821,338",0.000,0.000,"Complete"
2017,"C P Crane",1552,"1, 2, 3, 4, 5","MD",001552,"01/01/2015 - 12/31/2017","2,476.28","2,511","282,073.439","2,689,465",0.000,0.000,"Complete"
2018,"C P Crane",1552,"1, 2, 3, 4, 5","MD",001552,"01/01/2018 - 12/31/2020","2,095.71","2,105","242,811.749","2,315,154",0.000,0.000,"Complete"
2009,"Gould Street",1553,3,"MD",001553,"01/01/2009 - 12/31/2011",212.01,224,"5,710.072","96,089",0.000,0.000,"Complete"
2010,"Gould Street",1553,3,"MD",001553,"01/01/2009 - 12/31/2011",578.16,620,"18,141.758","305,289",0.000,0.000,"Complete"
2011,"Gould Street",1553,3,"MD",001553,"01/01/2009 - 12/31/2011",557.44,589,"18,499.380","311,301",0.000,0.000,"Complete"
2012,"Gould Street",1553,3,"MD",001553,"01/01/2012 - 12/31/2014",853.00,905,"29,033.373","488,546",0.000,0.000,"Complete"
2013,"Gould Street",1553,3,"MD",001553,"01/01/2012 - 12/31/2014",375.33,392,"12,767.037","214,837",0.000,0.000,"Complete"
2014,"Gould Street",1553,3,"MD",001553,"01/01/2012 - 12/31/2014",502.64,526,"13,101.960","220,419",0.000,0.000,"Complete"
2015,"Gould Street",1553,3,"MD",001553,"01/01/2015 - 12/31/2017",484.97,506,"16,107.811","271,053",0.000,0.000,"Complete"
2016,"Gould Street",1553,3,"MD",001553,"01/01/2015 - 12/31/2017",487.60,510,"14,234.459","239,542",0.000,0.000,"Complete"
2017,"Gould Street",1553,3,"MD",001553,"01/01/2015 - 12/31/2017",359.40,382,"10,272.768","172,857",0.000,0.000,"Complete"
2018,"Gould Street",1553,3,"MD",001553,"01/01/2018 - 12/31/2020",458.14,494,"11,693.011","196,764",0.000,0.000,"Complete"
2019,"Gould Street",1553,3,"MD",001553,"01/01/2018 - 12/31/2020",0.00,0,0.000,0,0.000,0.000,"Complete"
2009,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2009 - 12/31/2011","15,568.64","15,635","2,379,234.629","23,309,288",0.000,0.000,"Complete"
2010,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2009 - 12/31/2011","13,693.60","13,777","1,818,364.332","17,959,332",0.000,0.000,"Complete"
2011,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2009 - 12/31/2011","14,289.55","14,379","1,760,349.375","17,443,223",0.000,0.000,"Complete"
2012,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2012 - 12/31/2014","12,518.31","12,619","1,360,548.515","13,605,757",0.000,0.000,"Complete"
2013,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2012 - 12/31/2014","12,569.84","12,673","1,607,263.174","16,034,062",0.000,0.000,"Complete"
2014,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2012 - 12/31/2014","10,833.96","10,904","1,472,680.048","14,587,555",0.000,0.000,"Complete"
2015,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2015 - 12/31/2017","11,783.87","11,888","1,583,292.685","15,922,221",0.000,0.000,"Complete"
2016,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2015 - 12/31/2017","9,501.16","9,602","1,299,184.893","13,122,256",0.000,0.000,"Complete"
2017,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2015 - 12/31/2017","3,670.42","3,719","262,561.083","2,659,198",0.000,0.000,"Complete"
2018,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2018 - 12/31/2020","5,929.85","5,996","557,907.214","5,676,416",0.000,0.000,"Complete"
2019,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2018 - 12/31/2020","3,691.85","3,748","224,894.416","2,373,187",0.000,0.000,"Complete"
2020,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2018 - 12/31/2020","2,917.49","2,956","123,320.104","1,341,440",0.000,0.000,"Complete"
2021,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2021 - 12/31/2023","3,015.23","3,084","184,306.474","1,895,958",0.000,0.000,"Complete"
2022,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2021 - 12/31/2023","2,754.55","2,812","190,724.494","2,001,009",0.000,0.000,"Complete"
2023,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2021 - 12/31/2023","2,947.28","2,991","119,310.202","1,333,252",0.000,0.000,"Complete"
2024,"Herbert A Wagner",1554,"1, 2, 3, 4","MD",001554,"01/01/2024 - 12/31/2026","3,695.02","3,771","182,849.429","2,324,311",0.000,0.000,"Complete"
2009,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2009 - 12/31/2011",495.05,606,"36,687.651","586,065",0.000,0.000,"Complete"
2010,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2009 - 12/31/2011","1,085.05","1,335","68,506.891","844,446",0.000,0.000,"Complete"
2011,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2009 - 12/31/2011",783.41,944,"59,305.997","835,722",0.000,0.000,"Complete"
2012,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2012 - 12/31/2014",857.40,970,"75,942.847","1,243,833",0.000,0.000,"Complete"
2013,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2012 - 12/31/2014",859.48,"1,060","73,306.144","1,117,864",0.000,0.000,"Complete"
2014,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2012 - 12/31/2014","1,162.48","1,311","100,340.920","1,386,271",0.000,0.000,"Complete"
2015,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2015 - 12/31/2017","3,908.63","4,290","273,134.827","4,539,628",0.000,0.000,"Complete"
2016,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2015 - 12/31/2017","7,628.89","8,423","375,103.845","6,176,703",0.000,0.000,"Complete"
2017,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2015 - 12/31/2017","3,537.22","4,168","154,193.174","2,520,710",0.000,0.000,"Complete"
2018,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2018 - 12/31/2020","4,323.20","5,038","197,984.010","3,129,036",0.000,0.000,"Complete"
2019,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2018 - 12/31/2020","3,298.22","3,913","135,955.569","2,230,514",0.000,0.000,"Complete"
2020,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2018 - 12/31/2020","2,996.60","3,504","140,663.258","2,265,400",0.000,0.000,"Complete"
2021,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2021 - 12/31/2023","3,865.86","4,489","159,035.133","2,620,907",0.000,0.000,"Complete"
2022,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2021 - 12/31/2023","5,155.78","5,890","220,784.781","3,609,230",0.000,0.000,"Complete"
2023,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2021 - 12/31/2023","3,288.09","3,811","168,177.949","2,794,116",0.000,0.000,"Complete"
2024,"Perryman",1556,"**51, 6-1, 6-2, CT1, CT2, CT3, CT4","MD",001556,"01/01/2024 - 12/31/2026","1,871.09","2,246","105,872.663","1,731,609",0.000,0.000,"Complete"
2009,"Riverside",1559,"4, CT6","MD",001559,"01/01/2009 - 12/31/2011",72.95,81,"2,731.501","45,965",0.000,0.000,"Complete"
2010,"Riverside",1559,"4, CT6","MD",001559,"01/01/2009 - 12/31/2011",357.01,400,"11,881.736","198,442",0.000,0.000,"Complete"
2011,"Riverside",1559,"4, CT6","MD",001559,"01/01/2009 - 12/31/2011",504.08,539,"14,040.280","236,264",0.000,0.000,"Complete"
2012,"Riverside",1559,"4, CT6","MD",001559,"01/01/2012 - 12/31/2014",728.92,770,"19,710.179","330,170",0.000,0.000,"Complete"
2013,"Riverside",1559,"4, CT6","MD",001559,"01/01/2012 - 12/31/2014",560.05,601,"14,457.489","243,272",0.000,0.000,"Complete"
2014,"Riverside",1559,"4, CT6","MD",001559,"01/01/2012 - 12/31/2014",477.76,523,"17,070.882","267,550",0.000,0.000,"Complete"
2015,"Riverside",1559,"4, CT6","MD",001559,"01/01/2015 - 12/31/2017",783.28,843,"24,551.888","413,098",0.000,0.000,"Complete"
2016,"Riverside",1559,"4, CT6","MD",001559,"01/01/2015 - 12/31/2017",0.00,0,0.000,0,0.000,0.000,"Complete"
2009,"Westport",1560,"CT5","MD"," ","01/01/2009 - 12/31/2011",0.00,0,0.000,0,0.000,0.000,"Complete"
2010,"Westport",1560,"CT5","MD"," ","01/01/2009 - 12/31/2011",100.20,125,"7,566.076","127,310",0.000,0.000,"Complete"
2011,"Westport",1560,"CT5","MD"," ","01/01/2009 - 12/31/2011",8.63,15,410.185,"6,902",0.000,0.000,"Complete"
2012,"Westport",1560,"CT5","MD"," ","01/01/2012 - 12/31/2014",112.94,180,"9,270.704","156,008",0.000,0.000,"Complete"
2013,"Westport",1560,"CT5","MD"," ","01/01/2012 - 12/31/2014",200.40,235,"19,921.211","335,221",0.000,0.000,"Complete"
2014,"Westport",1560,"CT5","MD"," ","01/01/2012 - 12/31/2014",64.23,76,"5,974.637","100,538",0.000,0.000,"Complete"
2015,"Westport",1560,"CT5","MD"," ","01/01/2015 - 12/31/2017",211.02,255,"21,507.635","361,923",0.000,0.000,"Complete"
2016,"Westport",1560,"CT5","MD"," ","01/01/2015 - 12/31/2017",615.19,722,"61,030.003","1,026,959",0.000,0.000,"Complete"
2017,"Westport",1560,"CT5","MD"," ","01/01/2015 - 12/31/2017",227.03,313,"19,897.622","334,810",0.000,0.000,"Complete"
2018,"Westport",1560,"CT5","MD"," ","01/01/2018 - 12/31/2020",334.10,430,"29,444.154","495,458",0.000,0.000,"Complete"
2019,"Westport",1560,"CT5","MD"," ","01/01/2018 - 12/31/2020",453.31,566,"41,983.419","706,368",0.000,0.000,"Complete"
2020,"Westport",1560,"CT5","MD"," ","01/01/2018 - 12/31/2020",38.41,46,"3,190.805","53,688",0.000,0.000,"Complete"
2009,"Vienna",1564,8,"MD","4-0020-69","01/01/2009 - 12/31/2011",358.00,366,"25,300.075","311,786",0.000,0.000,"Complete"
2010,"Vienna",1564,8,"MD","4-0020-69","01/01/2009 - 12/31/2011",200.75,210,"11,920.450","146,889",0.000,0.000,"Complete"
2011,"Vienna",1564,8,"MD","4-0020-69","01/01/2009 - 12/31/2011",306.50,319,"18,142.200","223,574",0.000,0.000,"Complete"
2012,"Vienna",1564,8,"MD","4-0020-69","01/01/2012 - 12/31/2014",97.00,104,"5,203.350","64,118",0.000,0.000,"Complete"
2013,"Vienna",1564,8,"MD","4-0020-69","01/01/2012 - 12/31/2014",153.50,163,"7,484.725","92,240",0.000,0.000,"Complete"
2014,"Vienna",1564,8,"MD","4-0020-69","01/01/2012 - 12/31/2014",287.45,300,"21,065.241","259,598",0.000,0.000,"Complete"
2015,"Vienna",1564,8,"MD","4-0020-69","01/01/2015 - 12/31/2017",274.91,290,"15,678.874","193,217",0.000,0.000,"Complete"
2016,"Vienna",1564,8,"MD","4-0020-69","01/01/2015 - 12/31/2017",190.16,207,"8,224.948","101,380",0.000,0.000,"Complete"
2017,"Vienna",1564,8,"MD","4-0020-69","01/01/2015 - 12/31/2017",94.60,109,"3,127.893","38,550",0.000,0.000,"Complete"
2018,"Vienna",1564,8,"MD","4-0020-69","01/01/2018 - 12/31/2020",131.97,143,"9,176.370","113,079",0.000,0.000,"Complete"
2019,"Vienna",1564,8,"MD","4-0020-69","01/01/2018 - 12/31/2020",110.16,119,"5,356.196","66,009",0.000,0.000,"Complete"
2020,"Vienna",1564,8,"MD","4-0020-69","01/01/2018 - 12/31/2020",32.19,36,"1,953.048","24,066",0.000,0.000,"Complete"
2021,"Vienna",1564,8,"MD","4-0020-69","01/01/2021 - 12/31/2023",75.26,83,"4,434.747","54,647",0.000,0.000,"Complete"
2022,"Vienna",1564,8,"MD","4-0020-69","01/01/2021 - 12/31/2023",146.61,157,"13,752.524","169,488",0.000,0.000,"Complete"
2023,"Vienna",1564,8,"MD","4-0020-69","01/01/2021 - 12/31/2023",163.64,175,"12,159.089","149,853",0.000,0.000,"Complete"
2024,"Vienna",1564,8,"MD","4-0020-69","01/01/2024 - 12/31/2026",186.34,197,"13,389.988","165,033",0.000,0.000,"Complete"
2009,"R. Paul Smith Power Station",1570,"11, 9","MD","21-00005","01/01/2009 - 12/31/2011","3,176.32","3,215","142,375.156","1,387,701",0.000,0.000,"Complete"
2010,"R. Paul Smith Power Station",1570,"11, 9","MD","21-00005","01/01/2009 - 12/31/2011","6,287.01","6,391","313,114.047","3,051,796",0.000,0.000,"Complete"
2011,"R. Paul Smith Power Station",1570,"11, 9","MD","21-00005","01/01/2009 - 12/31/2011","2,201.23","2,251","108,129.996","1,053,906",0.000,0.000,"Complete"
2012,"R. Paul Smith Power Station",1570,"11, 9","MD","21-00005","01/01/2012 - 12/31/2014","1,887.56","1,898","92,982.151","906,263",0.000,0.000,"Complete"
2009,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2009 - 12/31/2011","16,203.88","16,472","4,452,075.443","45,463,797",0.000,0.000,"Complete"
2010,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2009 - 12/31/2011","18,095.40","18,501","5,197,729.604","56,770,335",0.000,0.000,"Complete"
2011,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2009 - 12/31/2011","16,324.05","16,585","4,421,483.070","47,243,582",0.000,0.000,"Complete"
2012,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2012 - 12/31/2014","15,529.93","15,830","4,201,655.099","56,782,144",0.000,0.000,"Complete"
2013,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2012 - 12/31/2014","13,070.07","13,235","3,228,435.958","35,278,153",0.000,0.000,"Complete"
2014,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2012 - 12/31/2014","13,139.90","13,346","3,326,883.065","34,883,065",0.000,0.000,"Complete"
2015,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2015 - 12/31/2017","8,944.39","9,129","2,130,503.462","24,825,362",0.000,0.000,"Complete"
2016,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2015 - 12/31/2017","10,853.49","11,065","2,530,073.253","31,570,210",0.000,0.000,"Complete"
2017,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2015 - 12/31/2017","3,540.94","3,642","878,880.516","10,616,503",0.000,0.000,"Complete"
2018,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2018 - 12/31/2020","5,630.33","5,754","1,592,066.470","18,593,009",0.000,0.000,"Complete"
2019,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2018 - 12/31/2020","2,619.62","2,699","657,452.870","6,850,684",0.000,0.000,"Complete"
2020,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2018 - 12/31/2020","2,037.40","2,120","439,272.376","5,546,030",0.000,0.000,"Complete"
2021,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2021 - 12/31/2023","3,936.73","4,055","960,989.741","10,266,340",0.000,0.000,"Complete"
2022,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2021 - 12/31/2023","1,169.14","1,252","206,885.631","3,428,661",0.000,0.000,"Complete"
2023,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2021 - 12/31/2023","2,187.73","2,328","515,207.683","8,678,401",0.000,0.000,"Complete"
2024,"Chalk Point",1571,"**GT3, **GT4, **GT5, **GT6, 1, 2, 3, 4, GT2, SMECO","MD",1600014,"01/01/2024 - 12/31/2026","2,623.69","2,782","645,799.505","10,855,237",0.000,0.000,"Complete"
2009,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2009 - 12/31/2011","20,206.57","20,347","2,378,038.742","23,341,456",0.000,0.000,"Complete"
2010,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2009 - 12/31/2011","22,795.04","23,014","3,019,789.381","29,786,465",0.000,0.000,"Complete"
2011,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2009 - 12/31/2011","14,396.90","14,606","1,469,866.972","14,451,002",0.000,0.000,"Complete"
2012,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2012 - 12/31/2014","13,005.89","13,159","1,205,436.613","12,108,986",0.000,0.000,"Complete"
2013,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2012 - 12/31/2014","13,323.15","13,453","1,149,403.715","11,347,495",0.000,0.000,"Complete"
2014,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2012 - 12/31/2014","12,602.74","12,799","1,357,912.728","13,557,375",0.000,0.000,"Complete"
2015,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2015 - 12/31/2017","9,121.55","9,441","875,619.295","10,260,896",0.000,0.000,"Complete"
2016,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2015 - 12/31/2017","9,872.71","10,182","905,574.241","10,540,781",0.000,0.000,"Complete"
2017,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2015 - 12/31/2017","3,370.90","3,488","325,722.645","3,685,292",0.000,0.000,"Complete"
2018,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2018 - 12/31/2020","3,795.33","3,997","392,960.036","4,389,973",0.000,0.000,"Complete"
2019,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2018 - 12/31/2020","2,574.60","2,723","221,540.004","2,717,700",0.000,0.000,"Complete"
2020,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2018 - 12/31/2020","2,657.37","2,790","267,877.677","2,854,660",0.000,0.000,"Complete"
2021,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2021 - 12/31/2023","1,711.27","1,948","139,310.051","2,332,617",0.000,0.000,"Complete"
2022,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2021 - 12/31/2023","1,027.10","1,208","84,544.659","1,380,261",0.000,0.000,"Complete"
2023,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2021 - 12/31/2023","2,621.57","2,991","218,294.280","3,671,422",0.000,0.000,"Complete"
2024,"Dickerson",1572,"1, 2, 3, GT2, GT3","MD",1500019,"01/01/2024 - 12/31/2026","1,452.67","1,687","110,444.829","1,850,387",0.000,0.000,"Complete"
2009,"Morgantown",1573,"1, 2, GT3, GT4, GT5, GT6","MD",0800014,"01/01/2009 - 12/31/2011","15,133.53","15,267","6,382,061.111","62,246,168",0.000,0.000,"Complete"
2010,"Morgantown",1573,"1, 2, GT3, GT4, GT5, GT6","MD",0800014,"01/01/2009 - 12/31/2011","15,448.69","15,587","7,969,125.452","77,736,542",0.000,0.000,"Complete"
2011,"Morgantown",1573,"1, 2, GT3, GT4, GT5, GT6","MD",0800014,"01/01/2009 - 12/31/2011","15,700.50","15,799","6,895,629.344","67,247,705",0.000,0.000,"Complete"
2012,"Morgantown",1573,"1, 2, GT3, GT4, GT5, GT6","MD",0800014,"01/01/2012 - 12/31/2014","14,218.31","14,298","5,216,654.120","50,857,407",0.000,0.000,"Complete"
2013,"Morgantown",1573,"1, 2, GT3, GT4, GT5, GT6","MD",0800014,"01/01/2012 - 12/31/2014","11,854.35","11,947","3,986,507.823","38,886,201",0.000,0.000,"Complete"
